"weight";"word";"color";"url"
"39";"gripe";"";""
"39";"grise";"";""
"19";"groan";"";""
"39";"groom";"";""
"0";"gross";"";""
"19";"grosser";"";""
"39";"grossly";"";""
"19";"grounds";"";""
"0";"grow";"";""
"0";"grows";"";""
"39";"growth";"";""
"32";"guard";"";""
"39";"guardage";"";""
"39";"guards";"";""
"39";"guesses";"";""
"39";"guides";"";""
"78";"guiltiness";"";""
"39";"guiltless";"";""
"39";"gulfs";"";""
"39";"gyve";"";""
"19";"habits";"";""
"0";"hadst";"";""
"19";"hairs";"";""
"39";"hales";"";""
"78";"hall";"";""
"39";"halter";"";""
"0";"hand";"";""
"313";"handkerchief";"";""
"0";"hands";"";""
"19";"handsome";"";""
"0";"hang";"";""
"78";"hanged";"";""
"16";"hangs";"";""
"16";"haply";"";""
"8";"happily";"";""
"16";"happiness";"";""
"0";"happy";"";""
"0";"hard";"";""
"39";"hardness";"";""
"39";"harm";"";""
"0";"hast";"";""
"8";"haste";"";""
"0";"hate";"";""
"19";"hates";"";""
"0";"hath";"";""
"16";"haunt";"";""
"39";"haunting";"";""
"19";"haunts";"";""
"19";"hazard";"";""
"0";"head";"";""
"16";"heads";"";""
"39";"heal";"";""
"16";"health";"";""
"19";"healthful";"";""
"0";"hear";"";""
"0";"heard";"";""
"8";"hears";"";""
"0";"heart";"";""
"39";"hearted";"";""
"19";"heartily";"";""
"40";"hearts";"";""
"0";"heat";"";""
"39";"heathenish";"";""
"19";"heave";"";""
"0";"heaven";"";""
"0";"heavenly";"";""
"0";"heavens";"";""
"0";"heavy";"";""
"16";"heed";"";""
"0";"heir";"";""
"0";"held";"";""
"16";"hell";"";""
"19";"hellish";"";""
"0";"herald";"";""
"19";"heraldry";"";""
"39";"herbs";"";""
"39";"hidden";"";""
"0";"hide";"";""
"0";"hideous";"";""
"19";"hie";"";""
"0";"high";"";""
"78";"hills";"";""
"39";"hinge";"";""
"78";"hint";"";""
"19";"history";"";""
"19";"hitherto";"";""
"0";"hold";"";""
"24";"holds";"";""
"39";"hollander";"";""
"0";"hollow";"";""
"0";"holy";"";""
"0";"honest";"";""
"0";"honesty";"";""
"39";"honors";"";""
"40";"honour";"";""
"24";"honourable";"";""
"19";"honours";"";""
"0";"hope";"";""
"39";"hopes";"";""
"39";"horned";"";""
"39";"horologe";"";""
"0";"horrible";"";""
"39";"horribly";"";""
"39";"horrors";"";""
"0";"hot";"";""
"19";"hotly";"";""
"19";"hound";"";""
"0";"hour";"";""
"0";"hours";"";""
"0";"house";"";""
"19";"housewife";"";""
"78";"housewives";"";""
"19";"howling";"";""
"0";"huge";"";""
"39";"human";"";""
"39";"humane";"";""
"8";"humanity";"";""
"19";"humble";"";""
"19";"humbled";"";""
"48";"humbly";"";""
"19";"humour";"";""
"39";"humours";"";""
"39";"hunt";"";""
"39";"hurl";"";""
"0";"hurt";"";""
"8";"hurts";"";""
"0";"husband";"";""
"117";"husbands";"";""
"39";"hypocrisy";"";""
"39";"hyssop";"";""
"509";"iago";"";""
"39";"icy";"";""
"0";"idle";"";""
"39";"idleness";"";""
"39";"ignorance";"";""
"16";"ignorant";"";""
"0";"ill";"";""
"39";"ills";"";""
"19";"imminent";"";""
"16";"immortal";"";""
"19";"impatient";"";""
"39";"impediment";"";""
"39";"impediments";"";""
"19";"imperfect";"";""
"39";"imperfectly";"";""
"19";"imperious";"";""
"8";"import";"";""
"39";"importancy";"";""
"19";"importing";"";""
"16";"imports";"";""
"39";"importunate";"";""
"39";"importune";"";""
"39";"importunes";"";""
"78";"impossible";"";""
"19";"impotent";"";""
"39";"impudent";"";""
"19";"imputation";"";""
"19";"incense";"";""
"78";"inclining";"";""
"39";"incontinently";"";""
"19";"incorporate";"";""
"19";"increase";"";""
"78";"incur";"";""
"39";"indicted";"";""
"39";"indign";"";""
"39";"indirect";"";""
"39";"indiscreet";"";""
"39";"indistinct";"";""
"39";"indues";"";""
"19";"infected";"";""
"39";"inferior";"";""
"39";"inflame";"";""
"8";"inform";"";""
"39";"ingraft";"";""
"39";"ingredient";"";""
"39";"inhibited";"";""
"39";"inhuman";"";""
"39";"iniquity";"";""
"39";"injointed";"";""
"39";"injury";"";""
"19";"innocent";"";""
"39";"innovation";"";""
"39";"inordinate";"";""
"19";"inquire";"";""
"39";"insinuating";"";""
"19";"insolent";"";""
"0";"instant";"";""
"78";"instruct";"";""
"58";"instrument";"";""
"16";"instruments";"";""
"0";"intend";"";""
"39";"intendment";"";""
"78";"interim";"";""
"39";"intermingle";"";""
"39";"intrude";"";""
"39";"invent";"";""
"19";"invest";"";""
"19";"invisible";"";""
"19";"invited";"";""
"39";"inviting";"";""
"39";"islanders";"";""
"117";"isle";"";""
"0";"issue";"";""
"39";"issues";"";""
"65";"jealous";"";""
"58";"jealousy";"";""
"39";"jesses";"";""
"8";"jewel";"";""
"39";"jewels";"";""
"8";"joint";"";""
"39";"journey";"";""
"0";"joy";"";""
"16";"judge";"";""
"78";"judgement";"";""
"39";"jump";"";""
"58";"justice";"";""
"0";"justly";"";""
"39";"keepest";"";""
"0";"kill";"";""
"19";"killing";"";""
"39";"kills";"";""
"8";"kin";"";""
"0";"kind";"";""
"39";"kinds";"";""
"19";"kinsman";"";""
"32";"kiss";"";""
"19";"kissed";"";""
"24";"kisses";"";""
"0";"knave";"";""
"8";"knaves";"";""
"19";"kneel";"";""
"40";"knew";"";""
"19";"knit";"";""
"8";"knock";"";""
"19";"knot";"";""
"8";"knowing";"";""
"8";"knowledge";"";""
"39";"laboring";"";""
"16";"lack";"";""
"8";"lacks";"";""
"39";"lads";"";""
"0";"lady";"";""
"0";"laid";"";""
"78";"lame";"";""
"19";"land";"";""
"39";"languishes";"";""
"8";"large";"";""
"19";"larger";"";""
"39";"lascivious";"";""
"8";"lash";"";""
"0";"late";"";""
"39";"latest";"";""
"0";"laugh";"";""
"39";"laughed";"";""
"39";"laughs";"";""
"0";"law";"";""
"8";"lawful";"";""
"0";"lay";"";""
"0";"lead";"";""
"39";"leaden";"";""
"8";"leads";"";""
"0";"learn";"";""
"16";"learned";"";""
"0";"leave";"";""
"24";"led";"";""
"39";"leets";"";""
"0";"left";"";""
"39";"leg";"";""
"39";"legs";"";""
"0";"lend";"";""
"39";"lethargy";"";""
"0";"letter";"";""
"0";"letters";"";""
"19";"letting";"";""
"39";"levels";"";""
"39";"lewd";"";""
"78";"liberal";"";""
"8";"liberty";"";""
"0";"lie";"";""
"0";"lies";"";""
"235";"lieutenant";"";""
"0";"life";"";""
"78";"lift";"";""
"0";"light";"";""
"0";"lights";"";""
"39";"likelihoods";"";""
"8";"likes";"";""
"39";"likings";"";""
"39";"linger";"";""
"39";"lingered";"";""
"19";"lip";"";""
"24";"lips";"";""
"8";"liquid";"";""
"8";"list";"";""
"0";"live";"";""
"0";"lives";"";""
"8";"living";"";""
"39";"loading";"";""
"39";"loathe";"";""
"39";"locusts";"";""
"39";"lodges";"";""
"78";"lodging";"";""
"156";"lodovico";"";""
"0";"long";"";""
"0";"longer";"";""
"19";"looked";"";""
"39";"loop";"";""
"58";"loose";"";""
"0";"lord";"";""
"0";"lose";"";""
"8";"loses";"";""
"8";"loss";"";""
"0";"lost";"";""
"8";"loud";"";""
"0";"love";"";""
"97";"loved";"";""
"39";"loveliness";"";""
"19";"lovely";"";""
"19";"lovers";"";""
"0";"loves";"";""
"0";"loving";"";""
"19";"loyal";"";""
"39";"luscious";"";""
"16";"lust";"";""
"8";"lusty";"";""
"0";"mad";"";""
"39";"magic";"";""
